physician_id,urban_population_perc_in_physician_locality,percent_population_with_health_insurance_in_last10q,physician_gender,physician_tenure,physician_age,physician_speciality
721,1,0.09,M,47,69,nephrology
722,1,0.48,M,37,64,nephrology
723,1,0.5,F,48,71,nephrology
724,1,0.16,M,38,65,nephrology
725,1,0.36,M,37,63,nephrology
726,1,0.49,M,48,73,nephrology
727,0.62,0.15,M,41,68,other
728,0.55,0.45,M,37,63,nephrology
729,1,0.03,M,44,71,nephrology
730,1,0.34,M,44,69,nephrology
731,1,0.32,M,46,72,nephrology
732,1,0.47,F,39,64,urology
733,1,0.25,M,43,66,nephrology
734,1,0.22,M,38,63,nephrology
735,1,0.07,M,41,67,other
736,1,0.03,M,40,65,nephrology
737,0.79,0.42,M,43,67,nephrology
738,1,0.13,M,38,63,other
739,0.73,0.01,F,41,66,urology
740,1,0.14,F,37,68,nephrology
741,1,0.36,M,47,73,nephrology
742,1,0.52,M,41,69,nephrology
743,1,0.06,M,44,70,nephrology
744,1,0.34,F,43,69,nephrology
745,0.96,0.33,M,16,45,urology
746,0.84,0.51,M,39,65,nephrology
747,1,0.04,M,45,71,nephrology
748,1,0.38,M,32,57,other
749,0.92,0.13,M,37,62,other
750,1,0.37,M,47,73,nephrology
751,1,0.42,F,48,70,nephrology
752,0.89,0.42,M,40,64,nephrology
753,0.46,0.91,F,42,69,nephrology
754,0.77,0.38,M,39,65,nephrology
755,0.74,0.3,M,45,71,nephrology
756,1,0.4,M,42,68,nephrology
757,1,0.92,F,40,69,nephrology
758,1,0.29,M,37,65,nephrology
759,1,0.34,M,43,70,nephrology
760,1,0.2,F,39,65,nephrology
761,1,0.44,M,37,63,nephrology
762,1,0.45,M,42,68,urology
763,1,0.38,M,43,70,nephrology
764,0.96,0.22,M,40,68,nephrology
765,1,0.14,M,42,69,nephrology
766,1,0.35,M,46,71,nephrology
767,1,0.52,M,42,69,nephrology
768,1,0.09,M,38,62,nephrology
769,1,0.11,M,44,70,nephrology
770,1,0.02,F,45,68,nephrology
771,1,0.19,M,38,67,nephrology
772,1,0.28,M,41,68,nephrology
773,1,0.51,M,41,68,other
774,1,0.29,M,46,72,nephrology
775,1,0.53,F,48,72,nephrology
776,0.96,0.96,M,41,71,nephrology
777,1,0.03,M,43,71,nephrology
778,1,0.43,M,41,67,nephrology
779,1,0.51,M,46,71,nephrology
780,1,0.06,M,37,63,nephrology
781,0.96,0.27,M,47,73,nephrology
782,1,0.57,M,42,68,nephrology
783,1,0.6,M,42,68,nephrology
784,1,0.55,M,46,71,nephrology
785,0.97,0.26,M,42,68,nephrology
786,1,0.41,F,39,67,nephrology
787,1,0.04,M,46,71,nephrology
788,1,0.58,M,40,68,nephrology
789,1,0.58,M,45,71,nephrology
790,1,0.3,M,46,72,nephrology
791,1,0.41,M,48,73,nephrology
792,1,0.36,M,47,73,nephrology
793,0.98,0.41,M,44,71,nephrology
794,1,0.43,F,41,66,nephrology
795,0.95,0.27,F,46,73,nephrology
796,1,0.54,M,43,72,nephrology
797,1,0.35,M,38,66,nephrology
798,1,0.24,M,40,67,other
799,0.91,0.34,F,44,69,nephrology
800,1,0.14,M,45,69,nephrology
801,1,0.12,M,48,72,nephrology
802,0.91,0.35,M,46,72,nephrology
803,1,0.27,M,43,70,nephrology
804,1,0.87,M,42,69,nephrology
805,1,0.55,M,43,69,nephrology
806,0.94,0.51,F,45,67,other
807,1,0.09,F,43,67,nephrology
808,0.95,0.38,M,47,72,other
809,1,0.21,M,47,70,nephrology
810,1,0.01,M,40,68,other
811,1,0.52,M,45,72,nephrology
812,1,0.42,M,38,67,nephrology
813,1,0.09,M,46,72,nephrology
814,1,0.25,M,42,70,nephrology
815,1,0.2,M,43,69,nephrology
816,1,0.3,M,41,69,nephrology
817,1,0.19,M,38,65,nephrology
818,1,0.29,M,44,70,nephrology
819,1,0.19,M,44,68,nephrology
820,1,0.05,M,47,72,nephrology
821,0.79,0.55,M,46,71,nephrology
822,1,0.6,M,46,70,nephrology
823,1,0.53,M,49,72,nephrology
824,1,0.39,M,44,70,other
825,1,0.85,M,39,70,nephrology
826,0.64,0.23,M,48,72,nephrology
827,1,0.42,M,45,73,nephrology
828,1,0.15,M,38,66,nephrology
829,0.98,0.18,M,42,66,nephrology
830,0.99,0.45,M,43,68,nephrology
831,1,0.06,M,40,67,nephrology
832,1,0.08,M,37,70,nephrology
833,1,0.13,F,41,67,nephrology
834,0.99,0.2,F,40,65,nephrology
835,1,0.22,M,38,64,nephrology
836,1,0.25,M,45,70,nephrology
837,1,0.31,M,43,68,nephrology
838,1,0.26,M,39,66,nephrology
839,0.47,0.89,M,45,71,other
840,1,0.41,M,53,79,nephrology
841,1,0.03,M,51,76,nephrology
842,0.97,1,M,52,79,nephrology
843,1,0.98,M,44,74,nephrology
844,1,0.98,M,51,77,other
845,1,0.99,M,52,75,nephrology
846,1,0.98,M,54,79,nephrology
847,0.68,0.87,M,55,81,nephrology
848,0.98,0.94,F,51,74,nephrology
849,0.45,0.99,M,55,81,nephrology
850,1,0.89,M,54,80,nephrology
851,1,0.85,M,45,73,nephrology
852,1,0.96,M,45,75,nephrology
853,1,0.89,M,59,86,nephrology
854,1,0.87,M,58,84,urology
855,1,0.99,M,49,74,nephrology
856,0.98,0.96,F,49,73,other
857,1,0.99,M,40,66,other
858,1,0.29,M,49,74,nephrology
859,1,0.98,M,53,78,nephrology
860,1,0.94,M,57,80,nephrology
861,0.73,1,M,51,77,nephrology
862,1,0.97,M,49,75,nephrology
863,0.99,0.89,M,49,76,nephrology
864,1,0.97,M,49,73,other
865,1,0.55,M,49,73,nephrology
866,0.72,0.91,M,55,80,nephrology
867,1,0.97,M,55,81,nephrology
868,1,0.98,M,53,78,nephrology
869,1,0.94,M,53,78,nephrology
870,1,0.86,M,50,75,nephrology
871,0.85,0.92,M,56,82,urology
872,1,0.87,M,51,74,nephrology
873,1,0.87,M,51,74,urology
874,0.6,0.92,M,55,81,nephrology
875,0.86,0.96,M,57,80,other
876,1,0.87,M,52,78,nephrology
877,1,0.84,M,48,73,other
878,1,0.94,M,52,78,nephrology
879,1,0.85,M,51,76,nephrology
880,1,0.94,M,57,85,nephrology
881,1,0.54,F,48,72,nephrology
882,0.98,0.92,M,59,85,nephrology
883,0.91,0.91,M,49,75,urology
884,1,0.88,M,53,81,nephrology
885,1,0.94,M,51,76,nephrology
886,1,0.94,M,48,74,nephrology
887,1,0.9,M,46,71,nephrology
888,1,0.91,M,50,76,nephrology
889,0.89,0.89,M,46,74,nephrology
890,0.99,0.9,M,43,74,nephrology
891,0.86,0.94,M,48,76,nephrology
892,0,0.9,M,55,81,urology
893,0.66,0.92,M,50,79,nephrology
894,1,0.88,M,59,84,nephrology
895,0.95,0.92,M,47,74,nephrology
896,1,0.92,M,58,83,nephrology
897,1,0.86,M,57,82,nephrology
898,0.75,0.81,M,44,75,nephrology
899,0.94,0.83,M,57,84,nephrology
900,1,0.92,M,60,84,nephrology
901,0.93,0.79,M,55,80,nephrology
902,1,0.93,M,48,74,nephrology
903,0.66,0.81,F,47,74,nephrology
904,0.81,0.86,M,51,76,nephrology
905,1,0.89,M,50,74,nephrology
906,1,0.86,M,49,74,nephrology
907,1,0.74,M,55,83,nephrology
908,1,0.86,F,53,76,nephrology
909,1,0.91,M,55,85,nephrology
910,1,0.75,M,44,76,nephrology
911,1,0.76,M,51,83,nephrology
912,1,0.82,M,47,71,nephrology
913,0.93,0.79,F,47,74,nephrology
914,0.99,0.82,M,42,83,urology
915,0.8,0.88,M,62,87,nephrology
916,0.44,0.86,M,43,68,nephrology
917,0.32,0.84,M,41,67,other
918,0.93,0.8,M,58,84,urology
919,1,0.96,M,52,77,nephrology
920,1,0.86,M,49,75,nephrology
921,1,0.91,F,54,77,nephrology
922,0.96,0.94,M,55,80,nephrology
923,0.97,0.96,M,52,75,nephrology
924,0.57,0.93,M,47,74,nephrology
925,1,0.85,M,37,63,other
926,1,0.93,F,50,74,nephrology
927,1,0.87,M,48,75,nephrology
928,1,0.84,M,58,84,nephrology
929,1,0.97,M,55,84,nephrology
930,1,0.9,F,50,74,nephrology
931,1,0.95,M,55,76,nephrology
932,1,0.88,M,53,83,nephrology
933,1,0.93,M,51,76,nephrology
934,1,0.94,M,54,79,nephrology
935,0.92,0.21,M,52,77,nephrology
936,0.94,0.92,M,50,74,nephrology
937,1,0.92,M,53,78,nephrology
938,1,0.16,M,37,64,nephrology
939,0.94,0.92,M,46,77,nephrology
940,0.96,0.94,M,54,79,nephrology
941,1,0.48,M,54,81,nephrology
942,0.98,0.4,F,38,64,nephrology
943,0.99,0.22,M,55,78,nephrology
944,1,0.38,M,53,79,nephrology
945,0.97,0.42,M,47,75,urology
946,1,0.31,M,62,87,nephrology
947,0.9,0.08,M,56,84,nephrology
948,1,0.07,M,46,74,nephrology
949,0.99,0.38,M,39,63,nephrology
950,0.91,0.47,M,39,65,nephrology
951,0.93,0.32,M,45,74,nephrology
952,1,0.44,M,61,86,nephrology
953,1,0.52,M,50,76,nephrology
954,1,0.07,M,48,77,other
955,1,0.93,M,61,87,nephrology
956,1,0.15,M,52,78,nephrology
957,1,0.51,M,51,76,nephrology
958,1,0.15,M,47,76,nephrology
959,1,0.05,M,45,75,nephrology
960,1,0.08,M,41,80,nephrology
961,1,0.44,M,48,74,nephrology
962,1,0.15,M,48,82,nephrology
963,0.99,0.44,M,55,81,nephrology
964,1,0.41,M,52,79,nephrology
965,0.97,0.23,M,51,75,nephrology
966,1,0.09,M,52,78,nephrology
967,1,0.53,M,53,78,nephrology
968,1,0.38,M,46,75,nephrology
969,1,0.57,F,59,85,nephrology
970,0.67,0.92,M,50,76,nephrology
971,1,0.3,M,48,74,other
972,1,0.13,M,48,77,nephrology
973,1,0.01,M,53,79,nephrology
974,0.85,0.05,F,55,81,nephrology
975,0.97,0.1,M,48,74,nephrology
976,1,0.09,M,53,80,nephrology
977,1,0.18,M,48,74,nephrology
978,1,0.44,M,52,79,nephrology
979,1,0.34,M,51,77,nephrology
980,1,0.2,M,37,75,other
981,1,0.22,M,48,73,nephrology
982,1,0.38,M,47,75,urology
983,1,0.18,F,40,65,nephrology
984,1,0.37,M,50,78,nephrology
985,1,0.58,M,55,79,nephrology
986,1,0.44,M,53,79,other
987,1,0.6,M,50,74,nephrology
988,1,0.96,M,46,71,nephrology
989,0.7,0.01,M,58,85,other
990,1,0.54,M,53,79,nephrology
991,1,0.6,M,54,79,nephrology
992,0.99,0.28,M,54,80,other
993,1,0.14,M,42,66,nephrology
994,1,0.44,M,42,68,nephrology
995,0.81,0.21,M,52,78,nephrology
996,1,0.15,M,49,75,nephrology
997,1,0.37,M,53,81,nephrology
998,1,0.16,M,53,79,nephrology
999,1,0.55,M,57,83,nephrology
1000,1,0.47,M,60,85,nephrology
1001,1,0.48,M,51,77,nephrology
1002,1,0.33,F,41,77,urology
1003,1,0.28,M,56,80,nephrology
1004,0.93,0.13,M,52,76,nephrology
1005,1,0.25,M,45,74,nephrology
1006,1,0.19,M,52,76,urology
1007,1,0.33,M,50,75,nephrology
1008,1,0.2,M,50,76,nephrology
1009,0.91,0.51,M,57,82,nephrology
1010,1,0.13,M,53,79,nephrology
1011,1,0.37,M,48,75,urology
1012,1,0.55,F,56,77,nephrology
1013,1,0.25,M,52,78,other
1014,1,0.17,M,47,74,nephrology
1015,1,0.03,M,52,80,nephrology
1016,0.99,0.41,M,51,80,nephrology
1017,0.94,0.49,M,50,77,nephrology
1018,0.88,0.28,M,48,74,nephrology
1019,1,0.55,M,59,81,nephrology
1020,1,0.44,M,59,84,nephrology
1021,0.95,0.5,M,52,78,urology
1022,1,0.56,M,54,80,nephrology
1023,1,0.37,M,40,75,nephrology
1024,0.95,0.36,F,50,79,nephrology
1025,1,0.38,M,59,83,nephrology
1026,1,0.3,M,47,75,nephrology
1027,1,0.3,M,50,76,nephrology
1028,1,0.18,M,54,79,other
1029,0.86,0.15,M,52,78,urology
1030,1,0.9,M,59,82,nephrology
1031,1,0.29,M,52,78,nephrology
1032,0.98,0.35,M,50,76,nephrology
1033,1,0.23,M,51,77,nephrology
1034,1,0.44,M,50,76,nephrology
1035,1,0.12,M,52,79,nephrology
1036,1,0.3,M,52,79,nephrology
1037,1,0.07,M,54,80,nephrology
1038,0.86,0.58,M,55,81,nephrology
1039,1,0.42,F,47,76,nephrology
1040,0.79,0.48,F,50,75,nephrology
1041,1,0.18,M,62,88,nephrology
1042,1,0.09,M,47,74,nephrology
1043,0.68,0.54,M,47,74,nephrology
1044,1,0.26,M,47,73,nephrology
1045,1,0.54,M,48,74,nephrology
1046,1,0.04,M,51,77,nephrology
1047,1,0.91,M,53,79,nephrology
1048,0.93,0.91,M,53,90,nephrology
1049,1,0.94,M,47,72,nephrology
1050,1,0.87,M,46,72,nephrology
1051,1,0.97,M,44,70,nephrology
1052,1,0.84,M,47,73,nephrology
1053,1,0.18,M,36,63,nephrology
1054,1,0.84,M,48,75,other
1055,1,0.96,F,45,70,nephrology
1056,0.56,0.6,M,39,66,other
1057,0.98,0.87,M,43,76,other
1058,0.68,0.9,M,44,69,other
1059,1,0.22,M,51,77,nephrology
1060,0.74,0.93,M,52,78,other
1061,0.47,0.43,M,34,63,other
1062,0.9,0.19,M,37,67,nephrology
1063,0.99,0.17,F,44,71,nephrology
1064,0.85,0.46,M,47,73,nephrology
1065,1,0.52,M,43,72,nephrology
1066,0.65,0.48,M,34,60,other
1067,0.69,0.11,M,36,64,other
1068,0.95,0.58,M,35,64,urology
1069,0,0.37,M,36,76,other
1070,0.6,0.24,M,42,70,other
1071,1,0.04,M,39,67,other
1072,1,0.57,M,43,73,other
1073,0.91,0.49,M,45,77,nephrology
1074,1,0.12,M,48,71,nephrology
1075,0.86,0.93,M,36,64,other
1076,1,0.46,M,44,69,nephrology
1077,0.87,0.53,M,39,65,other
1078,1,0.39,M,43,69,other
1079,0.94,0.2,M,48,77,nephrology
1080,1,0.48,M,39,71,other
1081,1,0.5,M,45,72,nephrology
1082,0.98,0.49,M,39,70,other
1083,1,0.08,M,38,65,nephrology
1084,0.71,0.91,M,36,62,nephrology
1085,0.98,0.87,M,36,62,other
1086,0.51,0.79,M,35,63,other
1087,0.21,0.89,M,34,65,other
1088,0.89,0.97,M,35,62,other
1089,0.95,0.91,M,34,61,other
1090,1,0.35,M,43,70,nephrology
1091,1,0.43,M,42,74,nephrology
1092,1,0.56,M,38,65,nephrology
1093,0.7,0.35,M,41,73,other
1094,1,0.43,M,39,66,other
1095,1,0.15,F,37,64,nephrology
1096,1,0.31,M,46,76,nephrology
1097,1,0.52,M,43,70,nephrology
1098,1,0.93,M,39,66,nephrology
1099,0.96,0.97,M,36,67,nephrology
1100,1,0.46,F,35,61,nephrology
1101,1,0.42,M,46,72,urology
1102,1,0.43,M,43,73,other
1103,1,0.19,M,42,69,nephrology
1104,1,0.07,M,38,64,nephrology
1105,0.84,0.25,M,36,67,nephrology
1106,1,0.09,M,39,65,nephrology
1107,1,0.1,M,36,74,nephrology
1108,0.92,0.31,M,36,64,nephrology
1109,1,0.99,F,41,69,nephrology
1110,0.91,0.12,M,46,72,nephrology
1111,1,0.94,M,37,66,nephrology
1112,1,0.89,M,36,62,nephrology
1113,1,0.53,M,53,79,nephrology
1114,0.99,0.1,M,41,70,nephrology
1115,1,0.21,M,40,69,nephrology
1116,1,0.57,M,35,61,nephrology
1117,1,0.9,M,37,63,nephrology
1118,1,0.9,F,35,66,other
1119,0.89,0.01,M,39,66,other
1120,0.97,0.22,M,56,83,nephrology
1121,0.97,0.86,F,37,62,nephrology
1122,0.84,0.82,M,46,72,other
1123,0.99,0.72,M,37,64,nephrology
1124,1,0.82,M,36,62,urology
1125,0.55,0.8,F,41,71,nephrology
1126,1,0.96,F,38,65,nephrology
1127,0.77,0.85,M,37,71,urology
1128,1,0.66,M,36,62,other
1129,1,0.07,M,44,70,nephrology
1130,0.99,0.4,F,37,64,other
1131,1,0.92,M,37,64,nephrology
1132,0.38,0.93,M,39,66,nephrology
1133,1,0.07,M,37,68,nephrology
1134,0.7,0.16,M,35,63,other
1135,1,0.87,M,52,84,nephrology
1136,0.95,0.25,M,42,74,urology
1137,0.96,0.19,M,40,66,nephrology
1138,1,0.46,M,38,65,urology
1139,1,0.2,M,36,63,nephrology
1140,1,0.88,M,35,62,nephrology
1141,1,0.3,F,60,85,nephrology
1142,1,0.49,M,38,63,nephrology
1143,0.95,0.36,F,35,62,nephrology
1144,1,0.53,M,36,62,nephrology
1145,1,0.59,F,34,65,nephrology
1146,0.9,0.94,M,38,64,other
1147,0.98,0.86,M,38,65,other
1148,0.63,0.89,M,36,62,nephrology
1149,1,0.38,M,36,64,urology
1150,1,0.48,M,38,69,nephrology
1151,1,0.8,F,40,65,urology
1152,0.95,0.2,M,35,61,other
1153,1,0.1,M,35,62,nephrology
1154,1,0.1,M,34,64,other
1155,1,0.95,M,40,65,nephrology
1156,1,0.86,F,37,63,nephrology
1157,1,0.93,M,36,63,nephrology
1158,0.69,0.92,M,36,62,other
1159,1,0.12,M,37,65,nephrology
1160,1,0.82,M,37,67,nephrology
1161,1,0.41,F,37,68,nephrology
1162,1,0.88,M,36,61,nephrology
1163,1,0.92,M,36,63,nephrology
1164,0.99,0.94,M,48,72,nephrology
1165,0.86,0.91,M,44,70,urology
1166,1,0.93,M,43,68,nephrology
1167,1,0.9,M,39,65,nephrology
1168,0.99,0.96,M,40,66,nephrology
1169,0,0.29,F,39,65,nephrology
1170,0.99,0.97,M,36,61,nephrology
1171,0.93,0.94,M,45,72,nephrology
1172,0.95,0.01,M,43,70,nephrology
1173,1,0.25,M,41,66,other
1174,0.88,0.91,F,50,74,nephrology
1175,1,0.96,M,43,68,nephrology
1176,1,0.12,M,36,63,nephrology
1177,0.66,0.89,F,35,65,nephrology
1178,0.62,0.94,M,33,60,nephrology
1179,1,0.91,M,60,85,other
1180,1,0.82,M,36,65,nephrology
1181,0.81,0.94,M,36,62,nephrology
1182,1,0.56,M,49,74,nephrology
1183,0.05,0.51,M,44,70,other
1184,1,0.91,M,39,65,other
1185,0.97,0.93,M,37,65,nephrology
1186,1,0.95,M,36,67,nephrology
1187,1,0.38,F,44,76,nephrology
1188,1,0.25,M,39,63,nephrology
1189,0.97,0.11,M,38,63,nephrology
1190,1,0.21,M,35,62,nephrology
1191,0.49,0.15,M,34,67,other
1192,0.98,0.27,M,41,67,nephrology
1193,1,0.05,M,38,64,nephrology
1194,0.93,0.51,M,37,64,nephrology
1195,0.69,0.86,M,38,64,other
1196,0.86,0.08,M,37,63,nephrology
1197,0.86,0.42,M,34,60,other
1198,0.99,0.89,M,38,64,nephrology
1199,1,0.53,M,41,66,nephrology
1200,0.83,0.52,M,49,75,urology
1201,1,0.27,M,36,62,nephrology
1202,0.84,0.02,F,35,61,other
1203,1,0.93,M,39,68,nephrology
1204,0.97,0.96,F,36,62,nephrology
1205,0.89,0.91,M,36,67,nephrology
1206,1,0.75,M,36,63,nephrology
1207,0.53,0.89,M,37,69,nephrology
1208,1,0.12,M,47,73,other
1209,1,0.41,F,33,60,nephrology
1210,0.99,0.48,F,37,67,nephrology
1211,1,0.04,M,54,80,nephrology
1212,1,0.95,M,35,59,other
1213,1,0.97,M,34,61,nephrology
1214,0.78,0.94,F,38,64,other
1215,0.93,0.97,M,38,63,nephrology
1216,1,0.41,M,37,65,urology
1217,0.99,0.94,M,48,74,nephrology
1218,0.82,0.97,M,41,67,nephrology
1219,0.97,0.94,M,36,62,urology
1220,0.94,0.98,M,59,84,nephrology
1221,1,0.98,M,45,71,nephrology
1222,1,0.97,F,43,67,nephrology
1223,0.9,0.86,F,42,70,nephrology
1224,0.77,0.92,M,38,64,nephrology
1225,1,0.95,M,36,63,nephrology
1226,1,0.97,M,37,60,nephrology
1227,0.83,0.9,M,36,63,nephrology
1228,0.5,0.43,M,38,67,nephrology
1229,1,0.45,M,37,68,nephrology
1230,1,0.48,F,36,63,nephrology
1231,0.93,0.94,M,38,63,nephrology
1232,1,0.13,M,38,63,urology
1233,1,0.94,M,44,70,nephrology
1234,1,0.92,M,40,71,nephrology
1235,1,0.87,M,37,64,nephrology
1236,0.97,0.91,M,36,64,nephrology
1237,0.35,0.98,F,35,60,nephrology
1238,0.3,0.88,M,34,64,other
1239,0.56,0.22,M,47,72,nephrology
1240,0.89,0.23,M,39,69,other
1241,1,0.12,M,37,66,nephrology
1242,1,0.09,M,36,61,nephrology
1243,1,0.53,M,36,67,nephrology
1244,0.96,0.24,M,43,69,other
1245,0.99,0.34,F,36,62,nephrology
1246,0.99,0.47,M,49,72,urology
1247,0.78,0.98,M,36,66,other
1248,0.66,0.94,M,35,61,other
1249,0,0.89,F,47,76,nephrology
1250,0.5,0.93,M,36,62,other
1251,0.94,0.87,M,35,66,nephrology
1252,0.97,0.42,M,53,79,nephrology
1253,0,0.38,M,41,68,other
1254,1,0.96,F,37,63,other
1255,0.44,0.94,F,37,63,nephrology
1256,0.99,0.97,M,58,84,nephrology
1257,0.74,0.96,F,37,64,other
1258,1,0.94,M,44,69,nephrology
1259,1,0.75,F,40,65,nephrology
1260,0.87,0.98,M,37,62,urology
1261,0.98,0.83,F,38,64,nephrology
1262,0.98,0.94,M,46,74,nephrology
1263,1,0.92,M,42,68,nephrology
1264,0.9,0.93,F,36,62,nephrology
1265,0.9,0.96,M,36,62,nephrology
1266,0.84,0.91,F,42,66,nephrology
1267,0.92,0.95,M,41,65,other
1268,1,0.55,M,37,62,nephrology
1269,0.92,0.21,M,36,64,urology
1270,1,0.89,M,43,68,other
1271,0.96,0.46,M,38,63,nephrology
1272,0.94,0.49,M,37,64,nephrology
1273,1,0.54,F,45,71,urology
1274,1,0.46,M,43,75,nephrology
1275,0.98,0.22,M,38,65,other
1276,1,0.39,M,37,63,nephrology
1277,0.98,0.96,M,58,84,other
1278,1,0.11,M,46,71,nephrology
1279,1,0.11,M,39,64,urology
1280,1,0.91,F,37,65,nephrology
1281,0.66,0.26,M,36,63,nephrology
1282,1,0.31,M,36,71,nephrology
1283,0.7,0.87,M,35,80,nephrology
1284,1,0.48,M,36,71,nephrology
1285,0.92,0.99,M,36,64,nephrology
1286,1,0.2,M,36,62,nephrology
1287,1,0.42,M,36,64,nephrology
1288,0.91,0.29,M,37,65,nephrology
1289,1,0.58,M,37,67,nephrology
1290,1,0.11,F,35,63,nephrology
1291,0.42,0.01,M,34,61,other
1292,0.88,0.96,F,35,64,nephrology
1293,1,0.06,M,37,67,nephrology
1294,1,0.84,M,36,62,nephrology
1295,1,0.87,M,33,60,other
1296,1,0.84,F,39,67,nephrology
1297,1,0.87,M,38,65,other
1298,0.91,0.81,F,37,63,nephrology
1299,0.91,0.81,M,37,66,nephrology
1300,0.97,0.93,M,36,70,nephrology
1301,0.83,0.4,M,40,69,urology
1302,0.97,0.9,M,36,63,nephrology
1303,1,0.92,M,36,62,nephrology
1304,1,0.4,M,51,76,nephrology
1305,0.99,0.6,M,39,71,nephrology
1306,1,0.82,M,37,63,nephrology
1307,1,0.75,F,36,70,nephrology
1308,1,0.49,F,36,62,nephrology
1309,1,0.95,M,41,69,nephrology
1310,1,0.99,F,38,66,nephrology
1311,0.99,0.28,M,37,64,other
1312,1,0.49,F,51,77,nephrology
1313,1,0.57,M,39,65,nephrology
1314,1,0.3,M,40,71,nephrology
1315,0.63,0.95,M,46,76,nephrology
1316,0.98,0.08,M,49,74,nephrology
1317,1,0.89,M,48,73,nephrology
1318,0.93,0.97,M,40,64,nephrology
1319,0.96,0.9,M,38,59,nephrology
1320,1,0.7,M,36,68,nephrology
1321,1,0.89,F,38,68,nephrology
1322,1,0.81,M,39,66,nephrology
1323,1,0.85,M,37,66,nephrology
1324,0.95,0.95,M,37,62,nephrology
1325,1,0.79,M,37,64,nephrology
1326,1,0.24,M,35,69,nephrology
1327,1,0.96,M,52,80,nephrology
1328,1,0.85,F,40,73,other
1329,1,0.15,M,43,71,nephrology
1330,1,0.87,M,38,65,nephrology
1331,0.45,0.92,M,38,65,nephrology
1332,0.75,0.41,M,40,67,nephrology
1333,1,0.73,M,37,64,nephrology
1334,1,0.24,M,36,64,other
1335,1,0.73,M,40,69,nephrology
1336,1,0.21,M,48,69,nephrology
1337,0.85,0.89,M,29,54,other
1338,1,0.95,M,40,68,nephrology
1339,0.75,0.81,M,39,66,nephrology
1340,0.69,0.93,M,39,64,nephrology
1341,1,0.88,M,46,69,nephrology
1342,1,0.76,F,45,68,nephrology
1343,0.86,0.88,F,48,71,other
1344,1,0.89,M,41,65,nephrology
1345,1,0.75,F,36,62,urology
1346,1,0.38,M,40,69,nephrology
1347,0.96,0.88,M,48,71,nephrology
1348,1,0.9,M,48,77,nephrology
1349,1,0.94,M,45,68,nephrology
1350,1,0.95,F,49,72,nephrology
1351,0.83,0.96,M,41,63,urology
1352,1,0.23,M,47,69,urology
1353,1,0.01,M,45,68,nephrology
1354,0.99,0.95,M,38,63,nephrology
1355,1,0.94,F,38,63,other
1356,1,0.84,M,40,66,nephrology
1357,1,0.93,M,44,68,nephrology
1358,0.98,0.83,M,50,72,nephrology
1359,0.98,0.92,F,50,72,nephrology
1360,0.8,0.9,M,50,74,urology
1361,0.99,0.96,M,46,74,nephrology
1362,0.68,0.94,M,45,71,urology
1363,1,0.95,M,40,65,nephrology
1364,0.96,0.96,M,43,67,nephrology
1365,0.96,0.93,F,43,67,nephrology
1366,0.97,0.96,M,39,63,nephrology
1367,1,0.85,M,46,71,nephrology
1368,0.96,0.96,F,38,65,nephrology
1369,1,0.92,F,40,67,other
1370,1,0.94,M,40,65,nephrology
1371,0.99,0.16,M,46,70,nephrology
1372,1,0.8,M,43,67,nephrology
1373,1,0.92,M,40,68,nephrology
1374,0.95,0.91,M,46,73,nephrology
1375,1,0.3,M,45,73,nephrology
1376,1,0.49,F,41,65,other
1377,1,0.94,F,42,66,nephrology
1378,0.99,0.9,M,41,63,nephrology
1379,1,0.91,M,41,68,nephrology
1380,1,0.4,M,60,85,nephrology
1381,1,0.98,M,58,83,nephrology
1382,1,0.51,M,54,81,nephrology
1383,0.95,0.56,F,40,65,nephrology
1384,1,0.96,M,45,71,nephrology
1385,0.97,0.49,M,46,72,nephrology
1386,1,0.95,F,41,68,nephrology
1387,1,0.05,M,54,80,nephrology
1388,1,0.5,F,46,72,nephrology
1389,1,0.97,M,44,78,nephrology
1390,0.97,0.92,F,43,70,nephrology
1391,1,0.11,M,38,66,nephrology
1392,0.96,0.08,F,43,66,urology
1393,1,0.92,F,45,69,nephrology
1394,1,0.98,M,41,67,nephrology
1395,1,0.56,F,41,63,nephrology
1396,1,0.39,M,39,73,nephrology
1397,1,0.97,M,38,65,nephrology
1398,1,0.91,M,37,65,nephrology
1399,1,0.05,M,40,70,nephrology
1400,1,0.58,M,45,70,nephrology
1401,0.82,0.91,M,39,68,nephrology
1402,1,0.92,M,38,66,nephrology
1403,1,0.95,M,45,70,urology
1404,0.99,0.18,M,57,80,nephrology
1405,1,0.82,M,44,66,nephrology
1406,1,0.05,F,41,65,urology
1407,1,0.11,F,49,72,nephrology
1408,1,0.32,M,43,66,nephrology
1409,0.84,0.91,F,48,78,nephrology
1410,1,0.24,M,38,68,urology
1411,1,0.4,F,52,76,nephrology
1412,0.93,0.88,F,45,71,nephrology
1413,1,0.85,M,40,65,nephrology
1414,0.97,0.88,F,39,64,urology
1415,1,0.54,F,38,62,nephrology
1416,1,0.95,F,37,62,nephrology
1417,1,0.36,M,41,66,nephrology
1418,1,0.88,F,48,77,nephrology
1419,0.99,0.08,F,45,71,nephrology
1420,0.81,0.92,M,43,68,nephrology
1421,1,0.89,F,42,67,nephrology
1422,0.91,0.5,M,37,62,nephrology
1423,1,0.43,M,47,73,other
1424,1,0.12,M,44,71,other
1425,0.78,0.87,M,41,68,nephrology
